Number of Blanks,Rank,Name,Platform,Console,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
0,6492,Hey Arnold! The Movie,GBA,GBA,2002,Platform,THQ,0.19,0.07,0,0,0.26
0,6493,Final Fantasy V Advance,GBA,GBA,2006,Role-Playing,Nintendo,0,0,0.26,0.01,0.26
0,6494,Need for Speed: Most Wanted,GBA,GBA,2005,Racing,Electronic Arts,0.19,0.07,0,0,0.26
0,6495,Lumines: Electronic Symphony,PSV,PSV,2012,Misc,Ubisoft,0.11,0.1,0.01,0.05,0.26
0,6496,Star Trek: Invasion,PS,PS,2000,Simulation,Activision,0.15,0.1,0,0.02,0.26
0,6497,Final Fantasy Crystal Chronicles: Echoes of Time,Wii,Wii,2009,Role-Playing,Square Enix,0.13,0.06,0.05,0.02,0.26
0,6498,Jonah Lomu Rugby Challenge,PS3,PS3,,Sports,Home Entertainment Suppliers,0,0.2,0,0.06,0.26
0,6499,Babysitting Mania,DS,DS,2008,Simulation,Majesco Entertainment,0.24,0,0,0.02,0.26
0,6500,Star Wars: Bounty Hunter,GC,GC,2002,Shooter,LucasArts,0.2,0.05,0,0.01,0.26
0,6501,Tom and Jerry in War of the Whiskers,PS2,PS2,2002,Fighting,Ubisoft,0.13,0.1,0,0.03,0.26
0,6502,Ace Attorney Investigations 2,DS,DS,2011,Adventure,Capcom,0,0,0.26,0,0.26
0,6503,Minute to Win It,Wii,Wii,2010,Misc,Zoo Games,0.25,0,0,0.02,0.26
0,6504,Smart Girl's Playhouse,DS,DS,2007,Misc,505 Games,0.24,0,0,0.02,0.26
0,6505,Racquet Sports,Wii,Wii,2010,Sports,Ubisoft,0.14,0.09,0,0.02,0.26
0,6506,TouchMaster 3(Others sales),DS,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,0,0.24,0,0.02,0.26
0,6507,The Elder Scrolls IV: Oblivion,PC,PC,2006,Role-Playing,Take-Two Interactive,0.01,0.2,0,0.05,0.26
0,6508,Jikkyou Powerful Pro Yakyuu 2011,PS3,PS3,2011,Sports,Konami Digital Entertainment,0,0,0.26,0,0.26
0,6509,Madden NFL 2005,DS,DS,2004,Sports,Electronic Arts,0.24,0,0,0.02,0.26
0,6510,Skylanders: Trap Team,3DS,3DS,2014,Action,Activision,0.14,0.1,0,0.02,0.26
0,6511,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,GBA,2006,Misc,Konami Digital Entertainment,0.14,0.05,0.07,0.01,0.26
0,6512,Power Pro Kun Pocket 5,GBA,GBA,2003,Sports,Konami Digital Entertainment,0,0,0.25,0.01,0.26
0,6513,Konjiki no Gashbell!! Makai no Bookmark,GBA,GBA,2004,Adventure,Banpresto,0,0,0.25,0.01,0.26
0,6514,Plants vs. Zombies,X360,X360,2010,Strategy,PopCap Games,0.24,0,0,0.02,0.26
0,6515,Riding Spirits,PS2,PS2,2002,Racing,BAM! Entertainment,0.13,0.1,0,0.03,0.26
0,6516,Disney Sing It: Pop Hits,PS3,PS3,2009,Misc,Disney Interactive Studios,0.17,0.05,0,0.03,0.26
0,6517,Indiana Jones and the Staff of Kings,DS,DS,2009,Action,Activision,0.17,0.07,0,0.02,0.26
0,6518,Etrian Odyssey Untold: The Millennium Girl,3DS,3DS,2013,Role-Playing,Atlus,0.1,0.01,0.14,0.01,0.26
0,6519,Bust A Groove 2,PS,PS,1999,Misc,Enix Corporation,0.04,0.03,0.18,0.02,0.26
0,6520,Hatsune Miku: Project Diva,PSP,PSP,2009,Misc,Sega,0,0,0.26,0,0.26
0,6521,Juiced 2: Hot Import Nights,PS3,PS3,2007,Racing,THQ,0.18,0.04,0.01,0.03,0.26
0,6522,Gundam Battle Universe,PSP,PSP,2008,Fighting,Namco Bandai Games,0,0,0.26,0,0.26
0,6523,Sengoku Basara: Battle Heroes,PSP,PSP,2009,Action,Capcom,0,0,0.26,0,0.26
0,6524,Nightmare Creatures,N64,N64,1996,Action,Activision,0.21,0.05,0,0,0.26
0,6525,Star Wars Episode I: Battle for Naboo,N64,N64,2000,Simulation,LucasArts,0.21,0.05,0,0,0.26
0,6526,Duke Nukem: Zero Hour,N64,N64,1999,Shooter,GT Interactive,0.21,0.05,0,0,0.26
0,6527,Armorines: Project S.W.A.R.M.,N64,N64,1999,Shooter,Acclaim Entertainment,0.21,0.05,0,0,0.26
0,6528,NCAA March Madness 08,PS2,PS2,2007,Sports,Electronic Arts,0.13,0.1,0,0.03,0.26
0,6529,Armored Core: Nexus,PS2,PS2,2004,Simulation,Indie Games,0.06,0.05,0.14,0.02,0.26
0,6530,Evolution Skateboarding,PS2,PS2,2002,Sports,Konami Digital Entertainment,0.13,0.1,0,0.03,0.26
0,6531,Dora the Explorer: The Search for Pirate Pig's Treasure,GBA,GBA,2002,Adventure,NewKidCo,0.19,0.07,0,0,0.26
0,6532,Muramasa: The Demon Blade,PSV,PSV,2013,Role-Playing,Marvelous Entertainment,0.13,0,0.1,0.03,0.26
0,6533,Yakuza: Ishin,PS3,PS3,2014,Action,Sega,0,0,0.26,0,0.26
0,6534,Indiana Jones and the Staff of Kings,PSP,PSP,2009,Action,Activision,0.11,0.1,0,0.06,0.26
0,6535,Tony Hawk: Shred,X360,X360,2010,Sports,Activision,0.17,0.07,0,0.02,0.26
0,6536,Outlaw Volleyball,XB,XB,2003,Sports,TDK Mediactive,0.19,0.06,0,0.01,0.26
0,6537,Batman: Vengeance,GC,GC,2001,Adventure,Ubisoft,0.2,0.05,0,0.01,0.26
0,6538,The Amazing Spider-Man 2 (2014),X360,X360,2014,Action,Activision,0.1,0.14,0,0.02,0.26
0,6539,RealSports Football,2600,Atari2600,1981,Sports,Atari,0.24,0.01,0,0,0.26
0,6540,Tiger Woods PGA Tour 10,PS2,PS2,2009,Sports,Electronic Arts,0.12,0.01,0,0.13,0.26
0,6541,SD Gundam G Generation: Cross Drive,DS,DS,2007,Strategy,Namco Bandai Games,0,0,0.26,0,0.26
0,6542,Tom Clancy's Splinter Cell: Double Agent,PS3,PS3,2007,Action,Ubisoft,0.2,0.03,0,0.03,0.26
0,6543,Monsters vs. Aliens,Wii,Wii,2009,Action,Activision,0.14,0.09,0,0.03,0.26
0,6544,Dungeons & Dragons Heroes,XB,XB,2003,Role-Playing,Atari,0.19,0.06,0,0.01,0.26
0,6545,The Testament of Sherlock Holmes,PS3,PS3,2012,Adventure,Focus Home Interactive,0.05,0.15,0,0.06,0.26
0,6546,Game of Thrones,X360,X360,2012,Role-Playing,Focus Home Interactive,0.15,0.08,0,0.02,0.26
0,6547,Loving Life with Hello Kitty & Friends,DS,DS,2011,Misc,Rising Star Games,0.15,0.08,0,0.02,0.26
0,6548,McGrath Vs. Pastrana Freestyle Motocross,PS,PS,2000,Racing,Acclaim Entertainment,0.14,0.1,0,0.02,0.26
0,6549,Legaia 2: Duel Saga,PS2,PS2,2001,Role-Playing,Eidos Interactive,0.13,0.1,0,0.03,0.26
0,6550,Crash Nitro Kart,GC,GC,2003,Racing,Vivendi Games,0.2,0.05,0,0.01,0.26
0,6551,Karaoke Joysound Wii,Wii,Wii,2008,Misc,Hudson Soft,0.01,0,0.25,0,0.26
0,6552,MLB 09: The Show,PSP,PSP,2009,Sports,Sony Computer Entertainment,0.24,0,0,0.02,0.26
0,6553,Polarium,DS,DS,2004,Puzzle,Nintendo,0.13,0.01,0.11,0.01,0.26
0,6554,Samurai Warriors 4,PS3,PS3,2014,Action,Tecmo Koei,0,0,0.26,0,0.26
0,6555,F1 2014,X360,X360,2014,Racing,Codemasters,0.08,0.15,0,0.02,0.26
0,6556,Classic NES Series: Bomberman,GBA,GBA,2004,Action,Nintendo,0.1,0.04,0.11,0.01,0.26
0,6557,Avatar: The Last Airbender - The Burning Earth,Wii,Wii,2007,Action,THQ,0.24,0,0,0.02,0.26
0,6558,Peter Jackson's King Kong: The Official Game of the Movie,X360,X360,2005,Action,Ubisoft,0.2,0.03,0,0.02,0.26
0,6559,Bratz Ponyz 2,DS,DS,2008,Adventure,Game Factory,0.24,0,0,0.02,0.26
0,6560,A.C.E.: Another Century's Episode,PS2,PS2,2005,Simulation,Banpresto,0,0,0.26,0,0.26
0,6561,Frogger's Journey: The Forgotten Relic,GBA,GBA,2003,Action,Konami Digital Entertainment,0.18,0.07,0,0,0.26
0,6562,X-Men vs. Street Fighter,SAT,SAT,1997,Fighting,Capcom,0,0,0.26,0,0.26
0,6563,Army of Two: The Devil's Cartel,X360,X360,2013,Shooter,Electronic Arts,0.16,0.07,0,0.02,0.26
0,6564,Dora the Explorer: Game Boy Advance Video Volume 1,GBA,GBA,2004,Misc,N/A,0.18,0.07,0,0,0.26
0,6565,Oddworld: Stranger's Wrath,XB,XB,2005,Adventure,Electronic Arts,0.19,0.06,0,0.01,0.26
0,6566,Sega Rally Revo,PSP,PSP,2007,Racing,Sega,0.03,0.15,0,0.08,0.26
0,6567,King of Fighters: Maximum Impact,PS2,PS2,2004,Fighting,Ignition Entertainment,0.13,0.1,0,0.03,0.26
0,6568,Marvel Super Heroes vs. Street Fighter,PS,PS,1998,Fighting,Virgin Interactive,0.14,0.1,0,0.02,0.26
0,6569,Legendary,X360,X360,2008,Shooter,Atari,0.08,0.15,0,0.03,0.26
0,6570,J-League Pro Soccer Club wo Tsukurou!,SAT,SAT,1996,Sports,Sega,0,0,0.26,0,0.26
0,6571,Daisy Fuentes Pilates,Wii,Wii,2009,Sports,505 Games,0.17,0.06,0,0.02,0.26
0,6572,Star Trek: The Game,PS3,PS3,2013,Action,Namco Bandai Games,0.1,0.11,0,0.05,0.26
0,6573,Drakan: The Ancients' Gates,PS2,PS2,2002,Adventure,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
0,6574,Dead or Alive Xtreme 2,X360,X360,2006,Sports,Tecmo Koei,0.15,0.03,0.06,0.02,0.26
0,6575,Petz: Crazy Monkeyz,Wii,Wii,2008,Simulation,Ubisoft,0.23,0,0,0.02,0.26
0,6576,"SpongeBob SquarePants: Lights, Camera, Pants!",XB,XB,2005,Misc,THQ,0.19,0.06,0,0.01,0.26
0,6577,Choro Q3,PS,PS,1998,Racing,Takara,0,0,0.24,0.02,0.26
0,6578,Tokyo Jungle,PS3,PS3,2012,Action,Sony Computer Entertainment,0,0,0.26,0,0.26
0,6579,Hunted: The Demon's Forge,PS3,PS3,2011,Action,Bethesda Softworks,0.12,0.08,0.02,0.04,0.26
0,6580,Lemony Snicket's A Series of Unfortunate Events,GC,GC,2004,Platform,Activision,0.2,0.05,0,0.01,0.26
0,6581,Pirates of the Caribbean: Dead Man's Chest,DS,DS,2006,Adventure,Disney Interactive Studios,0.23,0.01,0,0.02,0.26
0,6582,Bionicle: Matoran Adventures,GBA,GBA,2002,Platform,Electronic Arts,0.18,0.07,0,0,0.26
0,6583,Armored Core: Master of Arena,PS,PS,1999,Simulation,From Software,0.07,0.05,0.13,0.02,0.26
0,6584,Fire Emblem: Thracia 776,SNES,SNES,1999,Strategy,Nintendo,0,0,0.26,0,0.26
0,6585,Desert Falcon,2600,Atari2600,1987,Shooter,Atari,0.24,0.01,0,0,0.26
0,6586,NASCAR 09,PS3,PS3,2008,Racing,Electronic Arts,0.22,0.01,0,0.02,0.26
0,6587,Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,SAT,1997,Role-Playing,Hudson Soft,0,0,0.26,0,0.26
0,6588,A.C.E.: Another Century's Episode 3: The Final,PS2,PS2,2007,Simulation,Banpresto,0,0,0.26,0,0.26
0,6589,ATV: Quad Power Racing,GBA,GBA,2002,Racing,Liquid Games,0.18,0.07,0,0,0.26
0,6590,Mario & Sonic at the Rio 2016 Olympic Games,WiiU,WiiU,2016,Action,Nintendo,0.03,0.11,0.1,0.01,0.26
0,6591,The Backyardigans,DS,DS,2009,Adventure,Take-Two Interactive,0.24,0,0,0.02,0.26
0,6592,Backyard NFL Football,GC,GC,2002,Sports,Infogrames,0.2,0.05,0,0.01,0.26
0,6593,All-Star Baseball 2003,XB,XB,2002,Sports,Acclaim Entertainment,0.19,0.06,0,0.01,0.26
0,6594,Silent Hunter 5: Battle of the Atlantic,PC,PC,2010,Simulation,Ubisoft,0,0.21,0,0.05,0.26
0,6595,MTX Mototrax,PS2,PS2,2004,Racing,Activision,0.13,0.1,0,0.03,0.26
0,6596,Tomb Raider: Underworld (Others sales),PS2,PS2,2009,Adventure,Eidos Interactive,0,0.21,0,0.04,0.26
0,6597,NHL Rock the Rink,PS,PS,1999,Sports,Electronic Arts,0.14,0.1,0,0.02,0.26
0,6598,LEGO Star Wars III: The Clone Wars,PC,PC,2011,Action,LucasArts,0.1,0.13,0,0.03,0.26
0,6599,NBA ShootOut 2004,PS2,PS2,2003,Sports,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
0,6600,TOCA Race Driver 2: Ultimate Racing Simulator,PSP,PSP,2005,Racing,Codemasters,0,0.25,0,0,0.26
0,6601,Super Robot Taisen R,GBA,GBA,2002,Strategy,Banpresto,0,0,0.25,0.01,0.26
0,6602,Castlevania: Harmony of Dissonance,GBA,GBA,2002,Platform,Konami Digital Entertainment,0.16,0.06,0.04,0,0.26
0,6603,Metroid Prime Pinball,DS,DS,2005,Misc,Nintendo,0.21,0,0.02,0.02,0.26
0,6604,Formula One 2001,PS2,PS2,2001,Racing,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
0,6605,Nickelodeon Dance,Wii,Wii,2011,Misc,Take-Two Interactive,0.23,0.01,0,0.02,0.26
0,6606,Doukyuusei if,SAT,SAT,1996,Role-Playing,NEC,0,0,0.26,0,0.26
0,6607,Baldur's Gate: Dark Alliance II,XB,XB,2004,Role-Playing,Acclaim Entertainment,0.19,0.06,0,0.01,0.26
0,6608,MVP Baseball 2004,GC,GC,2004,Sports,Electronic Arts,0.2,0.05,0,0.01,0.26
0,6609,Super Street Fighter II: Turbo Revival,GBA,GBA,2001,Fighting,Ubisoft,0.18,0.07,0,0,0.25
0,6610,Secret Weapons Over Normandy,XB,XB,2003,Simulation,LucasArts,0.19,0.05,0,0.01,0.25
0,6611,Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,PS,1998,Sports,Axela,0,0,0.24,0.02,0.25
0,6612,NHL 08,PS3,PS3,2007,Action,Electronic Arts,0.16,0.06,0,0.03,0.25
0,6613,Kidou Senshi Gundam: Giren no Yabou,SAT,SAT,1998,Strategy,Namco Bandai Games,0,0,0.25,0,0.25
0,6614,Imagine: Ballet Star,DS,DS,2008,Simulation,Ubisoft,0.23,0.01,0,0.02,0.25
0,6615,Teen Titans,PS2,PS2,2006,Action,THQ,0.12,0.1,0,0.03,0.25
0,6616,Percy Jackson and the Olympians: The Lightning Thief,DS,DS,2010,Role-Playing,Activision,0.22,0.01,0,0.02,0.25
0,6617,Spelling Challenges and more!,PSP,PSP,2007,Misc,Crave Entertainment,0.24,0,0,0.02,0.25
0,6618,Crusaders of Might and Magic,PS,PS,1999,Role-Playing,3DO,0.14,0.1,0,0.02,0.25
0,6619,Journey,PS3,PS3,2012,Adventure,Sony Computer Entertainment Europe,0.04,0.15,0,0.06,0.25
0,6620,Tearaway Unfolded,PS4,PS4,2015,Platform,Sony Computer Entertainment,0.09,0.12,0,0.04,0.25
0,6621,Star Wars The Clone Wars: Republic Heroes,PS2,PS2,2009,Action,LucasArts,0.17,0.01,0,0.08,0.25
0,6622,Bomberman Generation,GC,GC,2002,Adventure,Vivendi Games,0.15,0.04,0.06,0.01,0.25
0,6623,NASCAR 09,X360,X360,2008,Racing,Electronic Arts,0.23,0,0,0.02,0.25
0,6624,Surfing H3O,PS2,PS2,2000,Sports,Take-Two Interactive,0.12,0.1,0,0.03,0.25
0,6625,Romance of the Three Kingdoms II,SNES,SNES,1991,Strategy,Tecmo Koei,0,0,0.25,0,0.25
0,6626,The Chronicles of Riddick: Assault on Dark Athena,PS3,PS3,2009,Shooter,Vivendi Games,0.12,0.1,0,0.04,0.25
0,6627,Resident Evil Archives: Resident Evil Zero,Wii,Wii,2008,Action,Capcom,0.14,0.04,0.06,0.02,0.25
0,6628,Zoo Resort 3D,3DS,3DS,2011,Simulation,Ubisoft,0.11,0.09,0.03,0.02,0.25
0,6629,Ice Age 2: The Meltdown,GBA,GBA,2006,Platform,Vivendi Games,0.18,0.07,0,0,0.25
0,6630,The Suite Life of Zack & Cody: Tipton Trouble,DS,DS,2006,Action,Disney Interactive Studios,0.23,0,0,0.02,0.25
0,6631,World Series of Poker,XB,XB,2005,Misc,Activision,0.19,0.05,0,0.01,0.25
0,6632,Hatsune Miku: Project Diva F 2nd,PS3,PS3,2014,Misc,Sega,0.09,0.04,0.1,0.03,0.25
0,6633,Galactic Attack,SAT,SAT,1994,Shooter,Acclaim Entertainment,0,0,0.25,0,0.25
0,6634,Power Pro Kun Pocket 2,GB,GB,2000,Sports,Konami Digital Entertainment,0,0,0.25,0,0.25
0,6635,Game of Thrones,PS3,PS3,2012,Role-Playing,Focus Home Interactive,0.1,0.11,0,0.04,0.25
0,6636,Happy Feet,GC,GC,2006,Action,Midway Games,0.2,0.05,0,0.01,0.25
0,6637,Walt Disney's The Jungle Book: Rhythm N'Groove,PS2,PS2,2003,Misc,Disney Interactive Studios,0.12,0.1,0,0.03,0.25
0,6638,Triple Play 2002,XB,XB,2002,Sports,Electronic Arts,0.19,0.05,0,0.01,0.25
0,6639,Scrabble,DS,DS,2009,Misc,Ubisoft,0.21,0.02,0,0.03,0.25
0,6640,Evil Zone,PS,PS,1998,Fighting,Titus,0.14,0.1,0,0.02,0.25
0,6641,Spy Kids Challenger,GBA,GBA,2002,Platform,Disney Interactive Studios,0.18,0.07,0,0,0.25
0,6642,K-ON! Houkago Live!!,PSP,PSP,2010,Misc,Sega,0,0,0.25,0,0.25
0,6643,A. IV Evolution: A Ressha de Ikou 4,PS,PS,1994,Strategy,ArtDink,0,0,0.24,0.02,0.25
0,6644,Exhibition,XB,XB,2001,Misc,Microsoft Game Studios,0.19,0.05,0,0.01,0.25
0,6645,Scrabble,PS,PS,1999,Misc,Ubisoft,0.14,0.1,0,0.02,0.25
0,6646,Tony Hawk's Proving Ground,Wii,Wii,2007,Sports,Activision,0.22,0.01,0,0.02,0.25
0,6647,Amped 2,XB,XB,2003,Sports,Microsoft Game Studios,0.2,0.04,0,0.01,0.25
0,6648,Blaster Master: Blasting Again,PS,PS,2000,Shooter,Sunsoft,0.14,0.1,0,0.02,0.25
0,6649,College Hoops 2K6,PS2,PS2,,Sports,Unknown,0.12,0.1,0,0.03,0.25
0,6650,Cartoon Network Collection: Game Boy Advance Video Volume 1,GBA,GBA,2004,Misc,N/A,0.18,0.07,0,0,0.25
0,6651,Cars,X360,X360,2006,Racing,THQ,0.22,0.02,0,0.02,0.25
0,6652,Family Guy: Back to the Multiverse,X360,X360,2012,Action,Activision,0.14,0.09,0,0.02,0.25
0,6653,Kung Fu Panda 2,X360,X360,2011,Action,THQ,0.16,0.07,0,0.02,0.25
0,6654,Up,PS3,PS3,2009,Action,THQ,0.15,0.07,0,0.03,0.25
0,6655,Birds of Steel,PS3,PS3,2012,Simulation,Konami Digital Entertainment,0.1,0.09,0.02,0.04,0.25
0,6656,Madagascar: Escape 2 Africa,X360,X360,2008,Action,Activision,0.12,0.1,0,0.03,0.25
0,6657,WipEout XL,PS,PS,1996,Racing,Psygnosis,0.14,0.1,0,0.02,0.25
0,6658,Animal Paradise,DS,DS,2007,Simulation,Empire Interactive,0.09,0.14,0,0.02,0.25
0,6659,The Powerpuff Girls: Chemical X-Traction,PS,PS,2001,Action,BAM! Entertainment,0.14,0.1,0,0.02,0.25
0,6660,NHL 08,X360,X360,2007,Action,Electronic Arts,0.22,0.01,0,0.02,0.25
0,6661,Dynasty Warriors 6 (JP sales),PS2,PS2,2008,Action,Tecmo Koei,0,0,0.25,0,0.25
0,6662,Just Dance Kids 2,PS3,PS3,2011,Misc,Ubisoft,0.1,0.1,0,0.04,0.25
0,6663,FIFA 14,3DS,3DS,2013,Sports,Electronic Arts,0,0.23,0,0.03,0.25
0,6664,Men of Valor,XB,XB,2004,Shooter,Vivendi Games,0.19,0.05,0,0.01,0.25
0,6665,Bomberman Tournament,GBA,GBA,2001,Puzzle,Activision,0.1,0.04,0.1,0.01,0.25
0,6666,Medal of Honor European Assault,GC,GC,2005,Shooter,Electronic Arts,0.19,0.05,0,0.01,0.25
0,6667,Spider-Man: Web of Shadows,Wii,Wii,2008,Action,Activision,0.22,0.01,0,0.02,0.25
0,6668,Billy Hatcher and the Giant Egg,GC,GC,2003,Platform,Sega,0.19,0.05,0,0.01,0.25
0,6669,Midway's Greatest Arcade Hits,GBA,GBA,2001,Misc,Midway Games,0.18,0.07,0,0,0.25
0,6670,SpongeBob's Truth or Square (US sales),X360,X360,2009,Action,THQ,0.25,0,0,0,0.25
0,6671,Final Fantasy II,WS,WS,2001,Role-Playing,SquareSoft,0,0,0.25,0,0.25
0,6672,WipEout Fusion,PS2,PS2,2002,Racing,Sony Computer Entertainment,0.12,0.1,0,0.03,0.25
0,6673,Spider-Man: Edge of Time,X360,X360,2011,Action,Activision,0.18,0.05,0,0.02,0.25
0,6674,UEFA Euro 2008 Austria-Switzerland,PSP,PSP,2008,Sports,Electronic Arts,0.06,0.13,0,0.06,0.25
0,6675,Marie no Atelier: Salburg no Renkinjutsushi,PS,PS,1997,Role-Playing,Gust,0,0,0.23,0.02,0.25
0,6676,The Outfit,X360,X360,2006,Action,THQ,0.21,0.02,0,0.02,0.25
0,6677,Golden Nugget Casino,GBA,GBA,2004,Misc,Majesco Entertainment,0.18,0.07,0,0,0.25
0,6678,NHL 06,XB,XB,2005,Sports,Electronic Arts,0.19,0.05,0,0.01,0.25
0,6679,Atari Anthology,XB,XB,2004,Misc,Atari,0.19,0.05,0,0.01,0.25
0,6680,Ultimate Fighting Championship,PS,PS,2000,Fighting,Ubisoft,0.14,0.09,0,0.02,0.25
0,6681,XIII,XB,XB,2003,Shooter,Ubisoft,0.16,0.08,0,0.01,0.25
0,6682,MotoGP '07,X360,X360,2007,Racing,THQ,0.23,0,0,0.02,0.25
0,6683,Samurai Shodown II,NG,NG,1994,Fighting,SNK,0,0,0.25,0,0.25
0,6684,Mortal Kombat: Armageddon,Wii,Wii,2007,Fighting,Midway Games,0.21,0.02,0,0.02,0.25
0,6685,Don King Presents: Prizefighter,X360,X360,2008,Sports,Take-Two Interactive,0.14,0.08,0,0.02,0.25
0,6686,Hybrid Heaven,N64,N64,1999,Role-Playing,Konami Digital Entertainment,0.16,0.04,0.05,0,0.25
0,6687,NBA Showtime: NBA on NBC,N64,N64,1999,Sports,Midway Games,0.23,0.02,0,0,0.25
0,6688,Fox Sports College Hoops '99,N64,N64,1998,Sports,Fox Interactive,0.2,0.05,0,0,0.25
0,6689,Wheel of Fortune,N64,N64,1997,Misc,Take-Two Interactive,0.2,0.05,0,0,0.25
0,6690,MRC: Multi-Racing Championship,N64,N64,1997,Racing,Ocean,0.2,0.05,0,0,0.25
0,6691,F1 Pole Position 64,N64,N64,1997,Racing,Ubisoft,0.11,0.13,0,0.01,0.25
0,6692,Gex 64: Enter the Gecko,N64,N64,1998,Action,GT Interactive,0.2,0.05,0,0,0.25
0,6693,Wayne Gretzky's 3D Hockey '98,N64,N64,1997,Sports,Midway Games,0.23,0.02,0,0,0.25
0,6694,NBA Courtside 2 featuring Kobe Bryant,N64,N64,1999,Sports,Nintendo,0.2,0.05,0,0,0.25
0,6695,J Stars Victory Vs.,PS4,PS4,2015,Fighting,Namco Bandai Games,0.07,0.14,0,0.04,0.25
0,6696,U-Sing: Girls Night,Wii,Wii,2010,Misc,Mindscape,0,0.21,0,0.04,0.25
0,6697,The Mummy: Tomb of the Dragon Emperor,PS2,PS2,2008,Action,Vivendi Games,0.12,0.1,0,0.03,0.25
0,6698,Def Jam Vendetta,GC,GC,2003,Fighting,Electronic Arts,0.19,0.05,0,0.01,0.25
0,6699,Scooby-Doo! Unmasked,PS2,PS2,2005,Platform,THQ,0.12,0.1,0,0.03,0.25
0,6700,Penny Racers,PS,PS,1996,Racing,Sony Computer Entertainment,0,0,0.23,0.02,0.25
0,6701,The Sims 2,XB,XB,2005,Simulation,Electronic Arts,0.19,0.05,0,0.01,0.25
0,6702,Caesars Palace II,PS,PS,1998,Misc,Interplay,0.14,0.09,0,0.02,0.25
0,6703,Final Fantasy Type-0,XOne,XOne,2015,Role-Playing,Square Enix,0.15,0.07,0,0.02,0.25
0,6704,World Series Baseball 2K3,PS2,PS2,2003,Sports,Sega,0.12,0.1,0,0.03,0.25
0,6705,Freshly-Picked: Tingle's Rosy Rupeeland,DS,DS,2006,Role-Playing,Nintendo,0,0.01,0.24,0,0.25
0,6706,Pro Yakyuu Team o Tsukurou!,SAT,SAT,1998,Sports,Sega,0,0,0.25,0,0.25
0,6707,L.A. Noire: The Complete Edition,PC,PC,2011,Adventure,Take-Two Interactive,0.08,0.13,0,0.04,0.25
0,6708,Sentimental Graffiti,SAT,SAT,1998,Adventure,NEC Interchannel,0,0,0.25,0,0.25
0,6709,Hitman: Absolution,PC,PC,2012,Action,Square Enix,0.03,0.17,0,0.04,0.25
0,6710,Bolt,X360,X360,2008,Adventure,Disney Interactive Studios,0.18,0.05,0,0.02,0.25
0,6711,Marvel: Ultimate Alliance 2,PSP,PSP,2009,Role-Playing,Activision,0.17,0.04,0,0.04,0.25
0,6712,The Legend of Legacy,3DS,3DS,2015,Role-Playing,FuRyu,0.11,0.02,0.1,0.01,0.25
0,6713,Disgaea 2: Dark Hero Days,PSP,PSP,2009,Role-Playing,Nippon Ichi Software,0.1,0.01,0.12,0.02,0.25
0,6714,Devil Kings,PS2,PS2,2005,Action,Capcom,0.03,0.03,0.18,0.01,0.25
0,6715,Ultimate Band,Wii,Wii,2008,Misc,Disney Interactive Studios,0.2,0.03,0,0.02,0.25
0,6716,NBA Jam Tournament Edition,PS,PS,1995,Sports,Acclaim Entertainment,0.14,0.09,0,0.02,0.25
0,6717,Far Cry Instincts Predator,X360,X360,2006,Shooter,Ubisoft,0.2,0.03,0,0.02,0.25
0,6718,Medabots AX: Metabee,GBA,GBA,2002,Role-Playing,Natsume,0.18,0.07,0,0,0.25
0,6719,Tennis no Oji-Sama: Genius Boys Academy,GBA,GBA,2002,Sports,Konami Digital Entertainment,0,0,0.24,0.01,0.25
0,6720,X-Men: Destiny,PS3,PS3,2011,Action,Activision,0.14,0.08,0,0.03,0.25
0,6721,Shadow Man,PS,PS,1998,Action,Acclaim Entertainment,0.14,0.09,0,0.02,0.25
0,6722,X-Men Origins: Wolverine,Wii,Wii,2009,Action,Activision,0.19,0.04,0,0.02,0.25
0,6723,Netsu Chu! Pro Yakyuu 2002,PS2,PS2,2002,Sports,Namco Bandai Games,0,0,0.25,0,0.25
0,6724,Ninja Gaiden 3,X360,X360,2012,Action,Tecmo Koei,0.16,0.05,0.03,0.02,0.25
0,6725,Ben 10 Ultimate Alien: Cosmic Destruction,PS3,PS3,2010,Platform,D3Publisher,0.12,0.09,0,0.04,0.25
0,6726,Yakuza Zero: The Place of Oath,PS3,PS3,2015,Action,Sega,0,0,0.25,0,0.25
0,6727,Prince of Persia: The Forgotten Sands,Wii,Wii,2010,Action,Ubisoft,0.11,0.11,0,0.02,0.25
0,6728,Dynasty Warriors 6,PS2,PS2,2008,Action,Tecmo Koei,0.12,0.09,0,0.03,0.25
0,6729,Imagine: Zookeeper,DS,DS,2009,Simulation,Ubisoft,0.16,0.06,0,0.02,0.25
0,6730,Porky's,2600,Atari2600,1982,Action,20th Century Fox Video Games,0.23,0.01,0,0,0.25
0,6731,America's Army: Rise of a Soldier,XB,XB,2005,Shooter,Ubisoft,0.19,0.05,0,0.01,0.25
